-5, 2.5, 30, 2.5
-5, 2.5, -5, -2.5
-5, -2.5, 30, -2.5
30, 2.5, 30, -2.5
4.75, -1.25, 5.25, -1.25
5.25, -1.25, 5.25, -0.25
4.75, -0.25, 5.25, -0.25
4.75, -1.25, 4.75, -0.25
7.25, 1.5, 7.75, 1.5
7.75, 1.5, 7.75, 2.5
7.25, 2.5, 7.75, 2.5
7.25, 1.5, 7.25, 2.5
12.0, -0.5, 13.0, -0.5
13.0, -0.5, 13.0, 0.5
12.0, 0.5, 13.0, 0.5
12.0, -0.5, 12.0, 0.5
14.75, 1.5, 15.25, 1.5
15.25, 1.5, 15.25, 2.5
14.75, 2.5, 15.25, 2.5
14.75, 1.5, 14.75, 2.5
14.75, -2.5, 15.25, -2.5
15.25, -2.5, 15.25, -1.5
14.75, -1.5, 15.25, -1.5
14.75, -2.5, 14.75, -1.5
18.5, 0.0, 21.5, 0.0
21.5, 0.0, 21.5, 2.5
18.5, 2.5, 21.5, 2.5
18.5, 0.0, 18.5, 2.5
23.5, -2.5, 26.5, -2.5
26.5, -2.5, 26.5, 0.0
23.5, 0.0, 26.5, 0.0
23.5, -2.5, 23.5, 0.0
